OriginalCompanyName,CleanedCompanyName,Status,Timestamp
Van Elslande J,Van Elslande J,No result found for this search term,2024-12-17 09:03:38
Groenhof ('t),Groenhof ('t),not found in KBO data table,2024-12-17 09:03:54
Retzer Karin,Retzer Karin,not found in KBO data table,2024-12-17 09:04:09
Jadot Castings and Consulting SPRL,Jadot Castings and Consulting,not found in KBO data table,2024-12-17 09:04:25
Goemaere Nv,Goemaere,not found in KBO data table,2024-12-17 09:04:41
SL-Info-PC,SL-Info-PC,not found in KBO data table,2024-12-17 09:04:57
Louvet/Alexandre,Louvet/Alexandre,No result found for this search term,2024-12-17 09:05:13
Ducastore Brugge,Ducastore Brugge,No result found for this search term,2024-12-17 09:05:28
Van Dyck/Patrick,Van Dyck/Patrick,not found in KBO data table,2024-12-17 09:05:44
Molenschrans NV,Molenschrans,ENT LP Active,2024-12-17 09:05:59
DELTA LLOYD BANK,DELTA LLOYD BANK,EU Stopped,2024-12-17 09:06:15
L'Apropos,L'Apropos,EU Active,2024-12-17 09:06:31
M-N International NV,M-N International,ENT LP Active,2024-12-17 09:06:46
Devan Steigerbouw BVBA,Devan Steigerbouw,ENT LP Active,2024-12-17 09:07:02
"Enseignement Provincial, Province du Brabant Wallon","Enseignement Provincial, Province du Brabant Wallon",No result found for this search term,2024-12-17 09:07:17
Dockx-Verbo Nv,Dockx-Verbo,not found in KBO data table,2024-12-17 09:07:33
Van Der Borgt/Patrick [ELECTRIC & LIGHT CLINIC],Van Der Borgt/Patrick [ELECTRIC & LIGHT CLINIC],No result found for this search term,2024-12-17 09:07:49
Chambart-Vanbiervliet/Bernard,Chambart-Vanbiervliet/Bernard,No result found for this search term,2024-12-17 09:08:04
Beschut Wonen vzw Ithaka,Beschut Wonen  Ithaka,No result found for this search term,2024-12-17 09:08:19
Tuytschaever P,Tuytschaever P,No result found for this search term,2024-12-17 09:08:35
Centrale de Services ? Domicile,Centrale de Services ? Domicile,not found in KBO data table,2024-12-17 09:08:51
Soudec SPRL,Soudec,ENT LP Active,2024-12-17 09:09:06
Stilo,Stilo,ENT LP Stopped,2024-12-17 09:09:22
Centre de la Dentelle et des M̩tiers d'Art ASBL,Centre de la Dentelle et des M̩tiers d'Art,No result found for this search term,2024-12-17 09:09:38
A.C.T Belgie [A.C.T. BELGIE],A.C.T Belgie [A.C.T. BELGIE],not found in KBO data table,2024-12-17 09:09:53
Filoe,Filoe,EU Active,2024-12-17 09:10:09
Com1defi,Com1defi,ENT LP Stopped,2024-12-17 09:10:24
Europeloan Bank Sa/Nv,Europeloan Bank Sa/,No result found for this search term,2024-12-17 09:10:40
Baudart/Didier,Baudart/Didier,error,
Aandrijftechniek Vanneste A.T.V. BVBA,Aandrijftechniek Vanneste A.T.V.,error,
Paisse SPRL,Paisse,error,
Lemco NV,Lemco,error,
Lotus,Lotus,error,
Cotrakel sprl,Cotrakel,error,
Autocars Deblire SA,Autocars Deblire SA,error,
Lefevre J SA,Lefevre J SA,error,
Pieters Johan,Pieters Johan,error,
Gerani-Anckaert,Gerani-Anckaert,No result found for this search term,2024-12-17 09:20:03
Gendarme-Claes/G.,Gendarme-Claes/G.,No result found for this search term,2024-12-17 09:20:18
G &amp G e-Logistics,G &amp G e-Logistics,No result found for this search term,2024-12-17 09:20:34
Aquaheat BVBA,Aquaheat,ENT LP Stopped,2024-12-17 09:20:49
Smits G,Smits G,error,
Wilms Mieke,Wilms Mieke,No result found for this search term,2024-12-17 09:22:06
Vdb Sprl,Vdb,error,
Trilogiq Benelux BVBA,Trilogiq Benelux,error,
Nicolay Ets SA,Nicolay Ets SA,error,
D.B.F. [D.B.F. SPRL],D.B.F. [D.B.F. ],error,
3D Products SPRL,3D Products,error,
Van de Neste D,Van de Neste D,error,
Lucka NV,Lucka,error,
Ferme de Vevy Weron,Ferme de Vevy Weron,error,
Brilcenter,Brilcenter,ENT LP Stopped,2024-12-17 09:30:27
"COLLEGE SAINT MICHEL, Parascolaire St-Michel (R. Bekkers)","COLLEGE SAINT MICHEL, Parascolaire St-Michel (R. Bekkers)",No result found for this search term,2024-12-17 09:30:43
Anja's Haarstudio,Anja's Haarstudio,EU Active,2024-12-17 09:30:59
Sturbois,Sturbois,EU Stopped,2024-12-17 09:31:14
Gautier/Philippe,Gautier/Philippe,not found in KBO data table,2024-12-17 09:31:30
Despriet Verhuur NV,Despriet Verhuur,ENT LP Stopped,2024-12-17 09:31:45
De Neve &amp Partners NV,De Neve &amp Partners,No result found for this search term,2024-12-17 09:32:01
Siemens N.V.,Siemens N.V.,not found in KBO data table,2024-12-17 09:32:16
LECOMTE VE TRANSPORTS,LECOMTE VE TRANSPORTS,not found in KBO data table,2024-12-17 09:32:32
Peeters/Olivier,Peeters/Olivier,not found in KBO data table,2024-12-17 09:32:47
Pyliser/Eddy,Pyliser/Eddy,not found in KBO data table,2024-12-17 09:33:03
Groep Hendrickx BVBA,Groep Hendrickx,ENT LP Active,2024-12-17 09:33:19
Sint-Anna,Sint-Anna,not found in KBO data table,2024-12-17 09:33:35
Happy Family,Happy Family,ENT LP Stopped,2024-12-17 09:33:51
Joye Lut,Joye Lut,not found in KBO data table,2024-12-17 09:34:06
"Broeders van de Christelijke Scholen, Br. Directeur Sint-Wivina","Broeders van de Christelijke Scholen, Br. Directeur Sint-Wivina",No result found for this search term,2024-12-17 09:34:22
Paulin Lambrecht,Paulin Lambrecht,ENT LP Stopped,2024-12-17 09:34:37
't Stoelendepot,'t Stoelendepot,EU Stopped,2024-12-17 09:34:53
Deweerdt P,Deweerdt P,No result found for this search term,2024-12-17 09:35:08
Spaak (De),Spaak (De),not found in KBO data table,2024-12-17 09:35:24
Siemens N.V.,Siemens N.V.,not found in KBO data table,2024-12-17 09:35:40
De Vits/Ronny,De Vits/Ronny,not found in KBO data table,2024-12-17 09:35:55
Robert/Rene,Robert/Rene,not found in KBO data table,2024-12-17 09:36:11
Den Outback,Den Outback,EU Active,2024-12-17 09:36:27
DE CONINCK JEAN,DE CONINCK JEAN,not found in KBO data table,2024-12-17 09:36:42
Denys Gilbert BVBA,Denys Gilbert,not found in KBO data table,2024-12-17 11:21:49
Warnier/Franky [VERHUUR VAN SPRINGKASTELEN MIKE],Warnier/Franky [VERHUUR VAN SPRINGKASTELEN MIKE],No result found for this search term,2024-12-17 11:22:04
exes NV,exes,ENT LP Stopped,2024-12-17 11:22:20
Van Bever/Linda,Van Bever/Linda,not found in KBO data table,2024-12-17 11:22:35
Vangeel Hurbin BVBA,Vangeel Hurbin,not found in KBO data table,2024-12-17 11:22:51
Legros/Albert,Legros/Albert,not found in KBO data table,2024-12-17 11:23:07
Desmet/Paul [COMPOSIT],Desmet/Paul [COMPOSIT],No result found for this search term,2024-12-17 11:23:22
ARABESQUE,ARABESQUE,ENT LP Stopped,2024-12-17 11:23:38
Mailleux Selexion Clix,Mailleux Selexion Clix,No result found for this search term,2024-12-17 11:23:53
Ego/Lucette,Ego/Lucette,not found in KBO data table,2024-12-17 11:24:09
Spillebeen/Philip,Spillebeen/Philip,not found in KBO data table,2024-12-17 11:24:24
Mozaik,Mozaik,ENT LP Stopped,2024-12-17 11:24:40
Viellevoye/S̩bastien,Viellevoye/S̩bastien,No result found for this search term,2024-12-17 11:24:55
Flightcare Belgium BVBA,Flightcare Belgium,not found in KBO data table,2024-12-17 11:25:11
Gerust Geweten ('t),Gerust Geweten ('t),not found in KBO data table,2024-12-17 11:25:27
Olivier Fr̩deric,Olivier Fr̩deric,No result found for this search term,2024-12-17 11:25:42
Immobilie P.H. Gestions &amp Conseils,Immobilie P.H. Gestions &amp Conseils,No result found for this search term,2024-12-17 11:25:58
Verschraegen H,Verschraegen H,not found in KBO data table,2024-12-17 11:26:13
Bello K,Bello K,not found in KBO data table,2024-12-17 11:26:29
Ki Karate Kobudo Dojo (Jutaikai-Budo),Ki Karate Kobudo Dojo (Jutaikai-Budo),No result found for this search term,2024-12-17 11:26:44
Clerens J P,Clerens J P,No result found for this search term,2024-12-17 11:27:00
Arca,Arca,ENT LP Active,2024-12-17 11:27:16
Kuborn/Jacques [KUBORN JACQUES],Kuborn/Jacques [KUBORN JACQUES],not found in KBO data table,2024-12-17 11:27:31
Ecole F.D.I,Ecole F.D.I,not found in KBO data table,2024-12-17 11:27:47
Wauters J,Wauters J,not found in KBO data table,2024-12-17 11:28:02
DDB Management Services,DDB Management Services,No result found for this search term,2024-12-17 11:28:18
Putzeys/Koen,Putzeys/Koen,not found in KBO data table,2024-12-17 11:28:34
Vanderhallen/Luc,Vanderhallen/Luc,not found in KBO data table,2024-12-17 11:28:49
Leroy-Cochez/A.,Leroy-Cochez/A.,No result found for this search term,2024-12-17 11:29:05
TW-Generation,TW-Generation,ENT LP Active,2024-12-17 11:29:20
Meerschaert S,Meerschaert S,not found in KBO data table,2024-12-17 11:29:36
Dury V Carrosserie,Dury V Carrosserie,No result found for this search term,2024-12-17 11:29:52
Decaigny J,Decaigny J,No result found for this search term,2024-12-17 11:30:07
Driehuizen,Driehuizen,ENT LP Stopped,2024-12-17 11:30:23
Brucar B.V.B.A.,Brucar B.V.B.A.,No result found for this search term,2024-12-17 11:30:38
Op De Beeck/Hubert,Op De Beeck/Hubert,No result found for this search term,2024-12-17 11:30:54
Degroote Marie-Rose,Degroote Marie-Rose,not found in KBO data table,2024-12-17 11:31:09
D'Inverno-Califice/C.,D'Inverno-Califice/C.,No result found for this search term,2024-12-17 11:31:25
Vancauwenberghe/Nicole [NICOTEX],Vancauwenberghe/Nicole [NICOTEX],No result found for this search term,2024-12-17 11:31:40
Claeys Hans Steenhouwerij,Claeys Hans Steenhouwerij,No result found for this search term,2024-12-17 11:31:56
Batrans SCRL,Batrans,ENT LP Stopped,2024-12-17 11:32:11
Delfino/Giuseppe,Delfino/Giuseppe,not found in KBO data table,2024-12-17 11:32:27
Martens/Raoul,Martens/Raoul,not found in KBO data table,2024-12-17 11:32:42
Facoprint,Facoprint,not found in KBO data table,2024-12-17 11:32:58
De Timmerman-D'Hollander/G.,De Timmerman-D'Hollander/G.,No result found for this search term,2024-12-17 11:33:14
Schatteman/Georges [SCHATTEMAN FILIP],Schatteman/Georges [SCHATTEMAN FILIP],No result found for this search term,2024-12-17 11:33:29
Assurvil,Assurvil,not found in KBO data table,2024-12-17 11:33:44
Cr̩diance Immobili?re SPRL,Cr̩diance Immobili?re,No result found for this search term,2024-12-17 11:34:00
Worst Vereecken,Worst Vereecken,not found in KBO data table,2024-12-17 11:34:16
Eeman/Frans,Eeman/Frans,not found in KBO data table,2024-12-17 11:34:31
Mobistar Center,Mobistar Center,EU Stopped,2024-12-17 11:34:47
PB Messing Modelbouw,PB Messing Modelbouw,EU Active,2024-12-17 11:35:02
Kleding Kliniek,Kleding Kliniek,EU Stopped,2024-12-17 11:35:18
MICHIELS MARIO,MICHIELS MARIO,EU Active,2024-12-17 11:35:34
Maroulis/Alexis,Maroulis/Alexis,No result found for this search term,2024-12-17 11:35:49
De Wolf M,De Wolf M,not found in KBO data table,2024-12-17 11:36:04
"Tous services, accueil & renseignements, Personnel","Tous services, accueil & renseignements, Personnel",No result found for this search term,2024-12-17 11:36:20
Lust/Andr̩,Lust/Andr̩,No result found for this search term,2024-12-17 11:36:36
Bellens & Zonen BVBA,Bellens & Zonen,not found in KBO data table,2024-12-17 11:36:51
Electra Bree,Electra Bree,EU Active,2024-12-17 11:37:07
Pussemier/Antoine,Pussemier/Antoine,not found in KBO data table,2024-12-17 11:37:22
Leroux/Roland,Leroux/Roland,No result found for this search term,2024-12-17 11:37:38
Appels Consult BVBA,Appels Consult,ENT LP Active,2024-12-17 11:37:53
Roedts,Roedts,not found in KBO data table,2024-12-17 11:38:09
Egenur,Egenur,ENT LP Stopped,2024-12-17 11:38:25
Lievens/Fr,Lievens/Fr,No result found for this search term,2024-12-17 11:38:41
Tanghe F,Tanghe F,not found in KBO data table,2024-12-17 11:38:56
Garmyn K,Garmyn K,not found in KBO data table,2024-12-17 11:39:12
Histoire d'A ASBL,Histoire d'A,ENT LP Active,2024-12-17 11:39:27
Arex NV,Arex,ENT LP Stopped,2024-12-17 11:39:43
Carrette/Eveline,Carrette/Eveline,not found in KBO data table,2024-12-17 11:39:58
De Nieuwe Beurs,De Nieuwe Beurs,ENT LP Active,2024-12-17 11:40:14
Moline Habitat SA,Moline Habitat SA,No result found for this search term,2024-12-17 11:40:29
Botteldoorn F,Botteldoorn F,not found in KBO data table,2024-12-17 11:40:45
WATTENY Jenka,WATTENY Jenka,EU Stopped,2024-12-17 11:41:00
Van Tricht Consulting,Van Tricht Consulting,ENT LP Active,2024-12-17 11:41:16
Transports Preion M SPRL,Transports Preion M,No result found for this search term,2024-12-17 11:41:32
Mets/Peter,Mets/Peter,not found in KBO data table,2024-12-17 11:41:47
Bolle/Katrien [BOLLE KATRIEN],Bolle/Katrien [BOLLE KATRIEN],not found in KBO data table,2024-12-17 11:42:03
Dagbladhandel Ann bvba,Dagbladhandel Ann,ENT LP Stopped,2024-12-17 11:42:18
California Dreams,California Dreams,EU Stopped,2024-12-17 11:42:34
Wittockx Garage NV,Wittockx Garage,No result found for this search term,2024-12-17 11:42:49
Eurosani SPRL,Eurosani,ENT LP Stopped,2024-12-17 11:43:05
Hewi Electro Techniek [HEWI BVBA],Hewi Electro Techniek [HEWI ],No result found for this search term,2024-12-17 11:43:20
Marc Flament SPRLU,Marc Flament SPRLU,EU Stopped,2024-12-17 11:43:36
Aditos BVBA,Aditos,ENT LP Active,2024-12-17 11:43:51
Delobbe F,Delobbe F,not found in KBO data table,2024-12-17 11:44:07
HZIV-Gewestelijke dienst Antwerpen,HZIV-Gewestelijke dienst Antwerpen,No result found for this search term,2024-12-17 11:44:22
Van Den Bogerd/Jan,Van Den Bogerd/Jan,not found in KBO data table,2024-12-17 11:44:38
R J Drink SA,R J Drink SA,No result found for this search term,2024-12-17 11:44:54
Lemaire S,Lemaire S,not found in KBO data table,2024-12-17 11:45:09
L'UNIVERSELLE,L'UNIVERSELLE,not found in KBO data table,2024-12-17 11:45:25
Apex NV,Apex,ENT LP Stopped,2024-12-17 11:45:42
Het Dierenhof,Het Dierenhof,not found in KBO data table,2024-12-17 11:45:57
R Fashion,R Fashion,EU Stopped,2024-12-17 11:46:13
Nauwelaerts M,Nauwelaerts M,No result found for this search term,2024-12-17 11:46:28
Jura.X,Jura.X,No result found for this search term,2024-12-17 11:46:44
ASF BVBA,ASF,not found in KBO data table,2024-12-17 11:47:00
Cleanco,Cleanco,error,
Van Raemdonck/Michel,Van Raemdonck/Michel,not found in KBO data table,2024-12-17 11:48:16
Geloen-Deroo/L.,Geloen-Deroo/L.,No result found for this search term,2024-12-17 11:21:51
Vertommen-Wouters J.,Vertommen-Wouters J.,No result found for this search term,2024-12-17 11:22:06
VOET F BVBA,VOET F,not found in KBO data table,2024-12-17 11:22:22
Ecole de l'Avenir ASBL,Ecole de l'Avenir,not found in KBO data table,2024-12-17 11:22:38
Nevsport SA,Nevsport SA,not found in KBO data table,2024-12-17 11:22:53
Paul Binnebeek &amp Co BVBA,Paul Binnebeek &amp Co,No result found for this search term,2024-12-17 11:23:09
LDG Sat Systems,LDG Sat Systems,EU Stopped,2024-12-17 11:23:25
Pilate M,Pilate M,No result found for this search term,2024-12-17 11:23:40
Pottiez/Jean,Pottiez/Jean,not found in KBO data table,2024-12-17 11:23:56
Verschueren-Baumans/Magdalena,Verschueren-Baumans/Magdalena,No result found for this search term,2024-12-17 11:24:11
"Brasil, Ambassade du Br̩sil","Brasil, Ambassade du Br̩sil",not found in KBO data table,2024-12-17 11:24:27
Van Osselaer B,Van Osselaer B,not found in KBO data table,2024-12-17 11:24:42
Alimport Vin,Alimport Vin,ENT LP Stopped,2024-12-17 11:24:58
Desmet-Naert NV,Desmet-Naert,not found in KBO data table,2024-12-17 11:25:14
DOP-Sprintline BVBA,DOP-Sprintline,not found in KBO data table,2024-12-17 11:25:29
Publicia SA,Publicia SA,not found in KBO data table,2024-12-17 11:25:44
Istituto Italiano di Cultura,Istituto Italiano di Cultura,No result found for this search term,2024-12-17 11:26:00
Thuisbegeleiding Mentaal Gehandicapten De Tandem VZW,Thuisbegeleiding Mentaal Gehandicapten De Tandem,No result found for this search term,2024-12-17 11:26:16
TEC Concept SPRL,TEC Concept,EU Active,2024-12-17 11:26:31
Purna Pharmaceuticals NV,Purna Pharmaceuticals,ENT LP Active,2024-12-17 11:26:47
General Lease Belgium Nv,General Lease Belgium,No result found for this search term,2024-12-17 11:27:02
De Koning F,De Koning F,not found in KBO data table,2024-12-17 11:27:18
Ebas Belgium,Ebas Belgium,not found in KBO data table,2024-12-17 11:27:33
Vanstalle bvba,Vanstalle,ENT LP Stopped,2024-12-17 11:27:49
Battistoni Jean,Battistoni Jean,not found in KBO data table,2024-12-17 11:28:05
Vanhoenacker/Mattias [VANHOENACKER MATTIAS],Vanhoenacker/Mattias [VANHOENACKER MATTIAS],not found in KBO data table,2024-12-17 11:28:20
Kachoui L & co,Kachoui L & co,No result found for this search term,2024-12-17 11:28:36
Mat̩riaux 2000,Mat̩riaux 2000,No result found for this search term,2024-12-17 11:28:51
Sleutel Service BVBA,Sleutel Service,ENT LP Active,2024-12-17 11:29:07
Jardeco SPRL,Jardeco,ENT LP Stopped,2024-12-17 11:29:23
Delameilleure/Manfred,Delameilleure/Manfred,not found in KBO data table,2024-12-17 11:29:38
CKG,CKG,not found in KBO data table,2024-12-17 11:29:54
Joris Yves,Joris Yves,not found in KBO data table,2024-12-17 11:30:10
Depreitere D,Depreitere D,not found in KBO data table,2024-12-17 11:30:25
Psychologisch Centrum Hoogstraten,Psychologisch Centrum Hoogstraten,No result found for this search term,2024-12-17 11:30:41
Axioma,Axioma,ENT LP Stopped,2024-12-17 11:30:56
Patrick De Brock BVBA,Patrick De Brock,not found in KBO data table,2024-12-17 11:31:12
Peeters/Luc,Peeters/Luc,not found in KBO data table,2024-12-17 11:31:28
Maatschappelijke Huisvesting,Maatschappelijke Huisvesting,No result found for this search term,2024-12-17 11:31:43
Orchids Dekor,Orchids Dekor,No result found for this search term,2024-12-17 11:31:59
Stable-to-table.com BVBA,Stable-to-table.com,ENT LP Active,2024-12-17 11:32:14
V D L CV,V D L,not found in KBO data table,2024-12-17 11:32:30
Housen/Guido,Housen/Guido,not found in KBO data table,2024-12-17 11:32:46
Lacotex Belgium,Lacotex Belgium,ENT LP Stopped,2024-12-17 11:33:01
Vanderhulst Jurgen,Vanderhulst Jurgen,not found in KBO data table,2024-12-17 11:33:17
Ronvaux/Marc,Ronvaux/Marc,not found in KBO data table,2024-12-17 11:33:33
Artdesign BVBA,Artdesign,ENT LP Active,2024-12-17 11:33:48
Pekcars,Pekcars,not found in KBO data table,2024-12-17 11:34:04
Tongre Notre Dame,Tongre Notre Dame,not found in KBO data table,2024-12-17 11:34:19
Mostaert/Jan,Mostaert/Jan,not found in KBO data table,2024-12-17 11:34:35
Cuylaerts G BVBA,Cuylaerts G,No result found for this search term,2024-12-17 11:34:50
Rampanelli-Winance/Patrice,Rampanelli-Winance/Patrice,No result found for this search term,2024-12-17 11:35:06
Vossenberg Domein (De),Vossenberg Domein (De),not found in KBO data table,2024-12-17 11:35:22
Eye Company,Eye Company,ENT LP Stopped,2024-12-17 11:35:37
Centrum Algemeen Welzijnswerk Artevelde,Centrum Algemeen Welzijnswerk Artevelde,ENT LP Stopped,2024-12-17 11:35:53
Prosound,Prosound,ENT LP Active,2024-12-17 11:36:08
BUREAU MAKART SPRL,BUREAU MAKART,ENT LP Stopped,2024-12-17 11:36:24
Dyone Mariage,Dyone Mariage,EU Stopped,2024-12-17 11:36:40
Rudyshyn Andriy,Rudyshyn Andriy,not found in KBO data table,2024-12-17 11:36:55
Synn Design,Synn Design,EU Stopped,2024-12-17 11:37:11
Auto CD NV,Auto CD,not found in KBO data table,2024-12-17 11:37:26
"S̩minaire Episcopal de Li?ge, Biblioth?que","S̩minaire Episcopal de Li?ge, Biblioth?que",No result found for this search term,2024-12-17 11:37:42
Ausa Europe Sp̩cial Steels sa,Ausa Europe Sp̩cial Steels sa,No result found for this search term,2024-12-17 11:37:57
Saunapauze,Saunapauze,EU Stopped,2024-12-17 11:38:13
Zakenkantoor Dirk De Marlie,Zakenkantoor Dirk De Marlie,ENT LP Stopped,2024-12-17 11:38:28
Bureau Immobilier Setegu SPRL,Bureau Immobilier Setegu,No result found for this search term,2024-12-17 11:38:44
Clement S,Clement S,not found in KBO data table,2024-12-17 11:38:59
N.M.B.S. Holding,N.M.B.S. Holding,not found in KBO data table,2024-12-17 11:39:15
Neirynck-Desmet/F.,Neirynck-Desmet/F.,No result found for this search term,2024-12-17 11:39:31
Merckx/Ludovic,Merckx/Ludovic,not found in KBO data table,2024-12-17 11:39:46
Leten/Frans,Leten/Frans,not found in KBO data table,2024-12-17 11:40:02
Geysen Ho Nv,Geysen Ho,No result found for this search term,2024-12-17 11:40:17
Fil des Temps (Au),Fil des Temps (Au),not found in KBO data table,2024-12-17 11:40:33
Cap Bleu Voyages SPRL,Cap Bleu Voyages,ENT LP Active,2024-12-17 11:40:49
